review_id,platform,product_name,category,subcategory,star_rating,review_text,sentiment
E069,Shopee,Russell Taylors Handheld Cyclone Vacuum Cleaner VC-20,Electronics ,Vacuum,5,"Performance:ringan & kecik
 
 Penghantaran bagus,laju je..Design vacuum cantik 🥰 sedut pun kuat..Baru try kat 1 carpet habis semua dia sedut kuat gila banyak betul habuk..Tak ringan sangat tak berat sangat just nice 👍🏼 overall semua okay",Positive
E070,Shopee,Russell Taylors Handheld Cyclone Vacuum Cleaner VC-20,Electronics ,Vacuum,5,"Portability:elok guna
 Performance:good sangat vacum ni best pakai
 
 Kemas packing vacum ni .cepat sampai..vacum Russell taylors ni mmg elok dan best pakai .suggest uols beli sbb ringan Dan mudah sedut habuk2 dlm rumah..",Positive
E071,Shopee,Russell Taylors Handheld Cyclone Vacuum Cleaner VC-20,Electronics ,Vacuum,5,"Barang dah sampai ambik masa 3 hari sahaja.tq j&t! Comel je size dia ..First time guna vacuum yg macam ni, so lenguh skit tangan sebab agak berat tapi rasanya lama lama u will get used to it.. kuat jugak sedutan habuk dia even 600w..siap ade manual,packaging pun bagus..👍👍👍tq russell taylor ❤️❤️❤️",Positive
E072,Shopee,Russell Taylors Handheld Cyclone Vacuum Cleaner VC-20,Electronics ,Vacuum,5,"Performance:mantapp.boleh tahan kuat la jugak
 
 Barang received dlm keadaan baik.tiada sebarang kerosakan so far.penghantaran pon pantas.sedut angin boleh tahan kuat la jugak.wire dye pon panjangg.video tiada kene mengena.dye punya penyambung pon helok bukan cikai2 punya .siap ade guard .iolls boleh bagi 5 bintangg.",Positive
E073,Shopee,Soundcore by Anker Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC - Blue,Electronics ,Speaker,5,"Quality:superb!
 
 Good build quality, tapi belum try floating atas air haha takut rosak 🤣
 Sound quality standard bunyi biasa2 je bila custom dekat apps baru suara naik, 
 Overall sangat puas hati dengan bunyi yg power,bass treble semua cukup recommend utk semua yg tgh mencari speaker mini.
 Dah compare jbl go 3 bunyi padu soundcore lagi tapi lepas tuned. 
 Beli je guys jgn ragu2 sekian meracun haha",Positive
E074,Shopee,[Hot] ANKER soundcore Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Blue,Electronics ,Speaker,5,"Quality:extra good
 Performance:highest
 
 Terbaik. Speaker ni memang sedap sound dia. Bateri tahan lama. Nak bawak hiking sambil layan lagu memang terbaik. Kalis air ip67 lagi tu. Sangat recommend geng. Dengar dalam video dan live sangat berbeza ya. Sumpah love teruk dengan output sound dia",Positive
E075,Shopee,Soundcore by Anker Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Purple,Electronics ,Speaker,5,"Quality:very good
 Performance:very good
 
 Wow... Really satisfying.... 
 Anyone can use earphones or speakers to feel the sound quality on my review video...
 
 Cheap price, convenience, very good sound quality and bass... Use the equaliser app can customise and more improved the sound... Very loud, indoor not even need open half volume... Battery life also nice.... Full charge can use 20++ hour...",Positive
E076,Shopee,[Hot] ANKER soundcore Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Red,Electronics ,Speaker,5,"Quality:10/10
 Performance:Excellent!
 
 Speaker kuat. Volume yg sy guna ni belum full lagi sbb takut bising sgt nnti 1 rumah. 😅 Very recommended yeah. Sy purchase ini utk mengajar di sekolah utk aktiviti kemahiran mendengar dgn pelajar. Bnyi speaker bgus dan tiptop. Go buy yours! 🫶🏻🔊",Positive
E077,Shopee,[Hot] ANKER soundcore Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Red,Electronics ,Speaker,5,"Sound quality:sound clarify is good !
 Performance:bass is balance for the size and is light
 
 Love the simple and elegant design. Is easy to use and straight forward ! Sound quality is clear and value for my money 💰 grab it during promo deal RM60 ! Looking forward for my Anker product !",Positive
E078,Shopee,Soundcore by Anker Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC - Green,Electronics ,Speaker,5,"Quality:Top Notch
 Performance:Divine
 
 Have been familiar with the Anker(Soundcore) products. Bought this to bring along in travelling/ in shower singing. The sound and bass is good and got it at a cheap price as well (Shopee Sale). The sound in the video is only at 50% and it has filled out the entire room completely. Would recommend for you to buy it!",Positive
E079,Shopee,Soundcore by Anker Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Black,Electronics ,Speaker,5,"Sound quality:The sound is clear and balanced with a good bass presence
 Performance:The speaker delivers strong bass and power for outdoor user
 
 Setting kat apps pilih bass booster.. Tak padan dgn saiz kecil, bass padu.. Suara penyanyi juga jelas.. Recommend",Positive
E080,Shopee,[Hot] ANKER soundcore Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Red,Electronics ,Speaker,5,"Performance:Awesome
 Quality:Good
 
 Terima kasih sound core dari anker, Tak ada banyak komen, puas hati dengan bunyi yang dihasilkan, volume pun kuat, Kalau saya memang akan training dulu speaker dia, tak akan full volume terus, nak bagi dia lembut dulu speaker dia, buka 50% je untuk 5 hari, selapas tu ikut nak full volume pun tak apa, harap tip ni berguna.",Positive
E081,Shopee,[Hot] ANKER soundcore Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Green,Electronics ,Speaker,5,"Performance:amazing
 Quality:amazing x2
 
 I showered for like an hour with this, and the quality was perfect. I’m watching Mogswamp right now but trust me if you like bass you will love this one. And if the preset is not bass-y enough just adjust it with the Soundcore app. It’s perfect. I play the bass guitar trust you will be able to hear it in songs.",Positive
E082,Shopee,Soundcore by Anker Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Red,Electronics ,Speaker,5,"Sound quality:sangat padu sesuai harga yang di beri
 Performance:utk dewan yang jarak 50 kaki utk pasang select 4 go ni amat jelas dan jernih suara yang di hasilkan
 
 Mod TWS nya padu kalau tengok Netflix yang ada sound Dolby audio sangat puas hati utk layan dalam bilik",Positive
E083,Shopee,Soundcore by Anker Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Red,Electronics ,Speaker,5,"Performance:bateri bergantung cara penggunaan kalau guna volume 40% memang tahan lama. tapi kalau yang jenis suka bass pakai volume 70% maybe tahan 8 jam macamtu.
 Quality:bunyi yang clear dan sedap didengar bass dia sangat sedap.
 
 tolong baiki cara pembalutan parcel barang beli guna duit bukan free 🙏🏻",Positive
E084,Shopee,Soundcore by Anker Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Blue,Electronics ,Speaker,5,"Performance:padu sound dia. basss dia jgn ckp laa.. syahdu...
 Quality:barang baik. xtipu...
 
 Dapat pada harga rm50 lebih skit time live. Mmg sambarlaaa.. barang baik kot..... Sound x mengecewakan. 3-4 hari play setiap malam bru cas balik. Kuat gak kalo full volume kalo letak kat outdoor. Jarak dengar dalam 50m bole dengar lg sound dia.",Positive
E085,Shopee,Soundcore by Anker Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Green,Electronics ,Speaker,5,"Sound quality:clear! Bass is good as well
 Performance:long play time!
 
 Previously had an issue where the battery refused to charge, but it turns out the wattage was just too big, please charge with a non-high speed transfer cable! I have always loved anker products",Positive
E086,Shopee,"[Hot, FREE GIFT] Soundcore by Anker Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - White",Electronics ,Speaker,5,"Sound quality:amazing for the price!
 Performance:clear mid tones, bass is not that punchy, but could be tuned with the Soundcore App
 
 overall i would say this is really a price-to-performance speaker. compact size, easy to carry, really powerful sound. i got it while it was on sale, i couldnt be more happier. if youre planning on finding an alternative to the JBL Go 4, this is the one for you.",Positive
E087,Shopee,[Hot] Soundcore by Anker Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Black,Electronics ,Speaker,5,"Sound quality:Sound so clear and great Bass👍
 Performance:2nd time buying and i can say this speaker is very satisfying and battery ideally last longer👍
 
 The packaging didnt come with bubble wraps but thats ok, my first purchase the box got dent but this one is in good condition🌟",Positive
E088,Shopee,"[Hot, BUY 1 TAKE 1] Soundcore by Anker Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - White",Electronics ,Speaker,5,"Sound quality:the sound quality really super ...good bass..gt app so can adjust equalizer....10/10
 Performance:very good...battery ntyt test...update later overall good performance...
 
 Received with good condition..super fast instant delivery before 12 o'clock...tq seller and courier. ..highly recommended",Positive
E089,Shopee,Soundcore by Anker Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Black,Electronics ,Speaker,5,"Performance:terbaik
 Quality:baik
 
 I recently purchased a product from this store, and I couldn’t be happier with my online shopping experience. Their website was user-friendly, making it easy to find the perfect item. The checkout process was smooth, and I received my order promptly. The product arrived in excellent condition, exactly as described on their website. I’m thrilled with the quality and will definitely shop at this store again in the future. Highly recommended!",Positive
E090,Shopee,[Hot] ANKER soundcore Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Purple,Electronics ,Speaker,5,"Performance:awesome 👍 Great sound from this small speaker
 Quality:solid sound, consider Great for this all speaker.
 
 Received package ahead promised delivery date, packing without bubble wrap. Luckily the box just a bit dented. But the speaker inside still OK. Tested the sound.... wonderful, like it so much. Awaiting my 2nd speaker otw, the. Can pair up for better sound TWS.",Positive
E091,Shopee,Soundcore by Anker Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Blue,Electronics ,Speaker,5,"Sound quality:Very good
 Performance:Very good
 
 Received in good condition and fast delivery, worth it, light weight and with good quality sound and reasonable price, 2 free gifts as well type C charger and cable, really satisfying, thanks Seller 👍🏻",Positive
E092,Shopee,[Hot] ANKER soundcore Select 4 Go Bluetooth Speaker IPX67 Waterproof Wireless and Bluetooth Speakers 20H Playtime Bluetooth Speaker Super Bass Portable Speakers for PC-A31X1 - Black,Electronics ,Speaker,5,"Quality:Excellent
 Performance:Excellent
 
 It sounds so good for paying little for this cute and gorgeous bluetooth speaker. I am going to enjoy listening besides my bedside until I sleep.",Positive
E093,Lazada,2025 New Realme tablet 512GB Android Smart Tablet 10.8 Inch Large Screen Android12 Dual SIM Tablet PC Tab Free Gift,Electronics ,Tablet,5,"🔋Battery Life: didn’t know 💾Storage Capacity: didn’t know 📺Screen Quality: didn’t know 
 Fast delivery. Received in good condition but can’t on it even charge the battery more then 3 hours. Very disappointed. Thank you Lazada n rider.",Positive
E094,Lazada,2025 New Realme tablet 512GB Android Smart Tablet 10.8 Inch Large Screen Android12 Dual SIM Tablet PC Tab Free Gift,Electronics ,Tablet,5,"tablet received, look good, but when try to plug in data, it not working, can't receive Data .",Positive
E095,Lazada,2025 New Realme tablet 512GB Android Smart Tablet 10.8 Inch Large Screen Android12 Dual SIM Tablet PC Tab Free Gift,Electronics ,Tablet,5,"Barang dh terima lama dh, tp sampai skerg button on xleh on, mintk refund ckp dh expired, berapa kali dh bgthu xleh tekan button on, tp xde action, dh hantr video nak video lgi tp xde action, kabel dh byk kli try tukar x jadi jgk",Positive
E096,Lazada,2025 New Realme tablet 512GB Android Smart Tablet 10.8 Inch Large Screen Android12 Dual SIM Tablet PC Tab Free Gift,Electronics ,Tablet,5,"𝐬𝐞𝐦𝐮𝐚 𝐨𝐤 𝐭𝐢𝐚𝐝𝐚 𝐦𝐚𝐬𝐚𝐥𝐚𝐡,𝐭𝐞𝐫𝐢𝐦𝐚 𝐤𝐚𝐬𝐢𝐡",Positive
E097,Lazada,2025 New Realme tablet 512GB Android Smart Tablet 10.8 Inch Large Screen Android12 Dual SIM Tablet PC Tab Free Gift,Electronics ,Tablet,5,Mine arrived yesterday. I ordered it with COD. It's very bad. The charger can't charge. It doesn't charge at all. The device is very slow. Now I want to return it.,Positive
E098,Lazada,(4MP) SriHome SH037 2K (2560x1440) QUAD HD Outdoor Waterproof WiFi CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision,Electronics ,Camera,5,"Just a normal packaging, should bubble wrap the product or put the fragile sticker. Anyway product received in good condition and well functioning.",Positive
E099,Lazada,(4MP) SriHome SH037 2K (2560x1440) QUAD HD Outdoor Waterproof WiFi CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision,Electronics ,Camera,4,okay with going well for ok tq and ok tq and ok gbh from the rest of everything,Positive
E100,Lazada,(4MP) SriHome SH037 2K (2560x1440) QUAD HD Outdoor Waterproof WiFi CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision,Electronics ,Camera,5,Saya ada kamera tetapi tiada kad memori.,Positive
E101,Lazada,(4MP) SriHome SH037 2K (2560x1440) QUAD HD Kamera CCTV WiFi Luar Ruangan Kalis Air IP Pengawasan Keselamatan Kamera Perakam Video PTZ + Mod Malam Warna Penuh + Penglihatan Malam Inframerah,Electronics ,Camera,5,sementara bagus .harap tahan lama,Positive
E102,Lazada,5G WiFi SriHome SH037 2K (2560x1440) 4MP QUAD HD Outdoor Waterproof CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision (SriHome App),Electronics ,Camera,5,received in good condition. Thanks to seller and delivery co.,Positive
E103,Lazada,5G WiFi SriHome SH037 2K (2560x1440) 4MP QUAD HD Outdoor Waterproof CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision (SriHome App),Electronics ,Camera,5,"ok, the camera work well. hope can last for 2 or 3 years. delivery also very fast. thank you seller",Positive
E104,Lazada,5G WiFi SriHome SH037 2K (2560x1440) 4MP QUAD HD Outdoor Waterproof CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision (SriHome App),Electronics ,Camera,5,"terbaik,baru pasang keadaan kualitinya amat memuaskan,tq seller..",Positive
E105,Lazada,(4MP) SriHome SH037 2K (2560x1440) QUAD HD Outdoor Waterproof WiFi CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision,Electronics ,Camera,5,ip camera night color sricam Sri home diterima dalam keadaan baik dan bungkusan baik penghantaran pun pantas siap packaging sempurna kemas dan teliti dan rapi. masih belum dipasang lagi dan masih belum digunakan lagi harap ianya berfungsi dengan baik dan sempurna. tq seller good quality 👍,Positive
E106,Lazada,5G WiFi SriHome SH037 2K (2560x1440) 4MP QUAD HD Outdoor Waterproof CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision (SriHome App),Electronics ,Camera,5,货物运输不错，物品也不错，这个卖家是一个好卖家！,Positive
E107,Lazada,(4MP) SriHome SH037 2K (2560x1440) QUAD HD Outdoor Waterproof WiFi CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision,Electronics ,Camera,5,brg dah sampai...cume belum psg lgi...harap² berfungsi dengan baik la...............,Positive
E108,Lazada,(4MP) SriHome SH037 2K (2560x1440) QUAD HD Outdoor Waterproof WiFi CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision,Electronics ,Camera,4,OK.. easy to set up and configure.. .. thanks...let see if good will buy more,Positive
E109,Lazada,(4MP) SriHome SH037 2K (2560x1440) QUAD HD Outdoor Waterproof WiFi CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision,Electronics ,Camera,5,"suitable for my usage.
 fast delivery and product as advertised",Positive
E110,Lazada,(4MP) SriHome SH037 2K (2560x1440) QUAD HD Outdoor Waterproof WiFi CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision,Electronics ,Camera,5,"High-resolution video quality, Excellent image clarity,",Positive
E111,Lazada,(4MP) SriHome SH037 2K (2560x1440) QUAD HD Outdoor Waterproof WiFi CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision,Electronics ,Camera,5,good . penghntrn CEPAT. terbaik termantul di dunia,Positive
E112,Lazada,(4MP) SriHome SH037 2K (2560x1440) QUAD HD Outdoor Waterproof WiFi CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision,Electronics ,Camera,5,Prompt 3 days delivery from order date !,Positive
E113,Lazada,(4MP) SriHome SH037 2K (2560x1440) QUAD HD Outdoor Waterproof WiFi CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision,Electronics ,Camera,5,receive in good condition thanks seller,Positive
E114,Lazada,5G WiFi SriHome SH037 2K (2560x1440) 4MP QUAD HD Outdoor Waterproof CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision (SriHome App),Electronics ,Camera,5,"wow.
 memang berbaloi rugi x beli",Positive
E115,Lazada,5G WiFi SriHome SH037 2K (2560x1440) 4MP QUAD HD Outdoor Waterproof CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision (SriHome App),Electronics ,Camera,5,Produk berfungsi dgn baik.. Tq seller... Penghantaran pantas,Positive
E116,Lazada,5G WiFi SriHome SH037 2K (2560x1440) 4MP QUAD HD Outdoor Waterproof CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision (SriHome App),Electronics ,Camera,5,Very good product.,Positive
E117,Lazada,(4MP) SriHome SH037 2K (2560x1440) QUAD HD Outdoor Waterproof WiFi CCTV Camera IP Security Surveillance Cam Video Recorder PTZ + Full Color Night Mode + Infrared Night Vision,Electronics ,Camera,5,Prompt delivery !,Positive
E118,Lazada,"500 permainan NOVA X7M konsol pemain permainan pegang tangan mudah alih 3.5 ""HD Gameboy skrin besar Retro SUP konsol permainan Video",Electronics ,Game Console,5,"Barang berkualiti sesuai dgan harga , seller peramah , postage laju barang cepat sampai , di balut dgan kemas , tidak ada kerosakkan , tq seller 👍👍👍👍👍",Positive
E119,Lazada,"500 permainan NOVA X7M konsol pemain permainan pegang tangan mudah alih 3.5 ""HD Gameboy skrin besar Retro SUP konsol permainan Video",Electronics ,Game Console,5,Console games are good. My son really likes it. He spent his savings to buy this console game. Hope the battery can stay good while using it.,Positive
E120,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,"So fast delivery✅️
 good material✅️
 not try yet.hopefully its working🥰
 tq seller🤩",Positive
E121,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,items receive good in conditions.thanks saller and lazada....,Positive
E122,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,game utk anak sy dh sampai. tq seller,Positive
E123,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,4,"Performance:not bad,but battery quickly drained,play only 5-10 minutes then need to charge,screen small and not clear
  Price:murah sesuai dengan barang
  Game Library:game tak tersusun mengikut nama A-Z game,jadi nak cari game kita kena ambil masa lama untuk cari",Positive
E124,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,speedy delivery 🚚🚚🚚 great product 👍👍👍 my son love it 💗,Positive
E125,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,"Nice games, good picture. For my 2 sons new toy.
 Thanks seller.",Positive
E126,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,I want this second photo want but come 1 photo,Positive
E127,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,cant connect to Smart Tv.,Positive
E128,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,"Good packaging,",Positive
E129,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,tq seller...brg selamat sampai,Positive
E130,Lazada,"500 permainan NOVA X7M konsol pemain permainan pegang tangan mudah alih 3.5 ""HD Gameboy skrin besar Retro SUP konsol permainan Video",Electronics ,Game Console,5,Good manggod stonggood ronggood rosgood pedronggood vecheygood,Positive
E131,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,sangat terbaik untuk dijadikan sebagai hadiah untuk anak-anak,Positive
E132,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,fast delivery 🚚🚚🚚🚚🚚,Positive
E133,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,"Performance:Good
 
  Price:Good
 
  Game Library:Good",Positive
E134,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,anak suka. terbaik.,Positive
E135,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,It's working well,Positive
E136,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,terbaik,Positive
E137,Lazada,"500 Games NOVA X7M Console Portable Handheld Game Players 3.5"" HD Gameboy Large Screen Retro SUP Video Game Console",Electronics ,Game Console,5,very good,Positive
E138,Lazada,( Lenovo i3 i5 6th Gen Windows 10 ) Intel i3 i5 6Gen Lenovo ThinkCentre M700 SFF / 4GB-16GB DDR4 RAM/120GB-480GB SSD,Electronics ,CPU,5,"Powerful Intel i5 processor, Great value for money, very fast delivery, well wrapped, very responsibility n trusted seller, patience and helpful, explained all the problems I faced, very good service.
 PRODUCT GOOD quality, can upgrade to window 11, thank you Seller, recommended 👍👍👍",Positive
E139,Lazada,( Lenovo i3 i5 6th Gen Windows 10 ) Intel i3 i5 6Gen Lenovo ThinkCentre M900 SFF / 4GB-16GB DDR4 RAM/120GB-480GB SSD,Electronics ,CPU,5,"Performance:smooth
 
  Price:Value for money 
 
 Packaging - good. well protect
 
 User-friendly Windows 10 operating system,",Positive
E140,Lazada,( Lenovo i3 i5 6th Gen Windows 10 ) Intel i3 i5 6Gen Lenovo ThinkCentre M700 SFF / 4GB-16GB DDR4 RAM/120GB-480GB SSD,Electronics ,CPU,5,"The seller provided excellent service, ensuring a smooth transaction. The products received were of high quality, meeting or exceeding expectations. Overall, a positive buying experience.",Positive
E141,Lazada,( Lenovo i3 i5 6th Gen Windows 10 ) Intel i3 i5 6Gen Lenovo ThinkCentre M700 SFF / 4GB-16GB DDR4 RAM/120GB-480GB SSD,Electronics ,CPU,5,"Fast SSD storage for quick boot-up, Great value for money, Sleek and compact design,",Positive
E142,Lazada,( Lenovo i3 i5 6th Gen Windows 10 ) Intel i3 i5 6Gen Lenovo ThinkCentre M900 SFF / 4GB-16GB DDR4 RAM/120GB-480GB SSD,Electronics ,CPU,5,Bought this PC as a Christmas present for my son. It's in perfect condition. He is using it to play retro games and watching YouTube on 1080p without any problem. Worth buying and highly recommend. My son loves it so much. Thank you,Positive
E143,Lazada,( Lenovo i3 i5 6th Gen Windows 10 ) Intel i3 i5 6Gen Lenovo ThinkCentre M700 SFF / 4GB-16GB DDR4 RAM/120GB-480GB SSD,Electronics ,CPU,5,"Sleek and compact design, Fast SSD storage for quick boot-up, Smooth graphics with Intel HD Graphics, Multiple storage options available, Ample RAM for multitasking, Powerful Intel i5 processor, Efficient cooling system, Great value for money,",Positive
E144,Lazada,( Lenovo i3 i5 6th Gen Windows 10 ) Intel i3 i5 6Gen Lenovo ThinkCentre M900 SFF / 4GB-16GB DDR4 RAM/120GB-480GB SSD,Electronics ,CPU,5,"Performance:Good
  Price:Good
  Compatibility:Great value for money, User-friendly Windows 10 operating system,",Positive
E145,Lazada,( Lenovo i3 i5 6th Gen Windows 10 ) Intel i3 i5 6Gen Lenovo ThinkCentre M700 SFF / 4GB-16GB DDR4 RAM/120GB-480GB SSD,Electronics ,CPU,5,"Fast SSD storage for quick boot-up, Sleek and compact design, Efficient cooling system, Reliable and durable build quality,",Positive
E146,Lazada,( Lenovo i3 i5 6th Gen Windows 10 ) Intel i3 i5 6Gen Lenovo ThinkCentre M700 SFF / 4GB-16GB DDR4 RAM/120GB-480GB SSD,Electronics ,CPU,5,"Item received in good condition and good packing, seller fast shipping and delivery, Smooth graphics with Intel HD Graphics, User-friendly Windows 10 operating system, Powerful Intel i5 processor, Fast SSD storage for quick boot-up, thanks seller and Lazada 👍🏼",Positive
E147,Lazada,( Lenovo i3 i5 6th Gen Windows 10 ) Intel i3 i5 6Gen Lenovo ThinkCentre M700 SFF / 4GB-16GB DDR4 RAM/120GB-480GB SSD,Electronics ,CPU,5,"Sleek and compact design, Smooth graphics with Intel HD Graphics, Fast SSD storage for quick boot-up, Powerful Intel i5 processor,",Positive
E148,Lazada,( Lenovo i3 i5 6th Gen Windows 10 ) Intel i3 i5 6Gen Lenovo ThinkCentre M900 SFF / 4GB-16GB DDR4 RAM/120GB-480GB SSD,Electronics ,CPU,5,a lil scratched up outside and dusty inside but it's expected. hardware is as advertised. windows not activated but not an issue. no problem for office work,Positive
E149,Lazada,( Lenovo i3 i5 6th Gen Windows 10 ) Intel i3 i5 6Gen Lenovo ThinkCentre M900 SFF / 4GB-16GB DDR4 RAM/120GB-480GB SSD,Electronics ,CPU,5,"Powerful Intel i5 processor, Sleek and compact design, Great value for money, thanks and recommend seller 🤝😁",Positive
